346,128
346,127
363,140
297,115
318,152
315,149
311,117
306,134
316,146
316,145
315,144
314,144
313,144
312,144
311,143
311,142
310,142
311,143
311,142
311,141
311,141
311,141
314,144
312,139
311,139
309,131
310,133
314,136
313,135
314,134
305,126
304,125
304,125
313,130
304,121
304,120
304,120
303,119
305,117
305,116
303,116
307,127
312,129
313,128
313,128
319,132
321,132
311,124
311,124
311,123
310,123
311,123
311,122
311,121
311,121
311,121
311,121
310,121
311,120
311,119
311,120
310,120
310,120
312,119
312,118
311,119
310,120
311,119
313,118
313,118
311,120
308,132
312,119
313,119
313,119
308,131
308,131
313,121
314,120
314,120
308,132
308,132
314,121
315,120
308,133
308,133
308,132
314,121
314,120
307,132
308,133
307,132
320,125
314,120
307,131
307,131
306,130
314,119
305,128
306,130
305,128
305,127
304,127
304,126
306,130
305,128
302,122
303,125
304,126
304,127
302,129
302,129
303,130
304,131
303,130
303,129
302,129
302,129
299,123
300,122
300,121
301,115
312,134
303,114
304,113
305,112
306,111
308,110
309,109
311,108
312,107
313,107
314,107
314,106
314,106
313,106
312,107
312,108
312,109
313,108
316,106
320,105
323,104
328,102
334,98
341,92
350,92
300,119
300,120
300,123
298,117
298,117
298,117
298,117
298,116
300,123
301,124
302,125
301,124
300,123
300,123
301,124
301,124
299,122
299,122
300,123
300,123
300,123
300,123
300,123
300,123
300,115
299,116
300,123
309,137
309,136
308,136
308,136
293,125
292,124
291,123
291,96
291,96
291,97
292,97
292,98
292,98
292,99
292,99
293,99
293,99
292,99
292,99
292,99
293,99
293,99
292,99
292,99
293,99
293,100
293,99
292,99
292,99
292,99
