290,33
291,54
300,47
300,50
302,44
308,43
281,45
281,42
279,45
278,41
288,37
281,68
302,28
282,82
295,44
294,46
293,47
292,48
291,50
292,51
288,48
288,49
287,50
284,53
287,52
286,53
283,57
280,92
274,90
275,87
274,85
274,82
280,80
274,77
275,74
274,72
274,70
274,67
275,65
274,62
274,59
274,56
274,51
277,44
279,40
288,29
290,31
285,38
287,34
282,32
285,34
286,32
286,29
284,27
274,62
290,30
288,32
288,31
281,34
281,34
288,32
288,32
287,31
282,33
285,34
288,32
287,32
282,34
282,33
285,34
288,32
286,32
281,34
281,32
285,35
287,33
286,32
282,33
282,33
285,35
286,33
288,31
282,33
285,34
285,35
285,34
287,30
282,33
285,34
286,33
285,34
282,34
282,33
286,34
286,34
285,33
285,31
281,34
286,32
285,34
285,32
282,34
288,31
287,33
284,35
286,31
281,34
288,31
287,33
285,34
286,31
281,34
288,31
286,33
284,34
282,34
281,34
287,32
285,34
285,33
285,31
287,31
287,32
284,35
285,32
281,34
288,31
286,33
285,34
285,31
281,34
288,31
286,33
284,34
285,31
281,34
288,32
286,34
285,32
285,31
288,30
287,33
284,35
286,31
285,31
288,31
286,33
285,34
286,31
282,34
288,32
285,35
286,33
286,31
281,34
288,32
286,34
285,33
285,31
287,32
287,32
285,34
286,31
285,31
288,31
287,33
285,34
282,34
281,34
290,30
286,33
285,34
282,34
281,34
288,32
285,35
285,33
282,34
281,34
288,32
285,35
287,31
282,35
287,31
287,33
285,34
286,31
285,31
287,32
285,35
285,34
282,34
281,34
288,32
286,34
286,32
286,31
281,34
287,33
285,34
285,32
282,35
288,31
287,33
284,35
286,31
282,34
287,32
286,34
285,34
282,35
281,34
288,32
286,34
285,33
282,34
