395,11
396,14
377,25
379,27
382,31
382,32
383,33
383,32
383,32
384,32
384,31
385,30
373,66
373,65
398,76
386,23
375,62
375,62
373,80
360,89
359,90
359,90
359,90
359,90
360,95
359,94
361,93
360,89
358,90
359,90
359,90
375,94
380,79
359,90
360,89
373,90
380,94
367,85
379,93
379,93
380,93
368,84
367,84
379,92
379,92
380,92
367,83
366,82
376,89
376,89
380,91
366,81
362,79
376,88
380,90
391,70
371,84
361,78
389,97
390,97
371,84
370,84
390,76
389,96
390,77
389,75
389,72
389,74
402,84
388,74
389,71
387,69
389,71
377,64
388,70
387,68
373,58
375,60
387,68
385,65
385,65
384,65
385,65
385,66
384,65
383,64
384,65
385,66
384,66
383,64
382,64
382,64
382,64
371,83
370,83
370,83
369,83
369,83
368,83
367,83
398,86
398,87
398,89
399,89
398,89
398,88
397,86
390,95
398,94
391,86
382,90
381,94
380,94
396,91
369,78
370,79
371,85
370,84
371,84
395,88
372,83
372,83
372,82
394,82
393,82
394,82
394,84
393,78
380,68
377,69
373,71
388,84
386,82
385,82
384,79
385,82
386,83
386,82
391,79
394,78
393,79
387,79
385,76
380,76
377,81
377,81
380,78
393,79
390,82
399,81
408,83
408,83
407,83
405,81
405,81
405,81
406,83
405,83
403,83
404,80
404,82
405,83
402,83
403,83
401,82
402,83
400,83
399,83
397,83
405,81
405,82
396,83
396,83
395,83
405,81
405,82
397,82
396,82
404,80
405,81
400,82
400,82
399,83
405,80
405,81
402,82
398,83
399,83
405,81
407,83
408,83
402,81
404,82
409,82
410,82
404,83
405,84
409,88
410,87
404,84
404,84
407,88
406,88
405,88
400,85
399,84
402,88
401,89
401,88
396,85
