301,6
300,5
299,9
301,9
300,6
300,6
276,7
267,42
279,58
279,59
278,60
277,60
276,59
272,59
275,62
273,61
275,70
290,52
303,55
300,48
293,71
295,48
296,57
295,57
293,57
293,53
291,53
281,77
279,77
277,77
275,77
283,61
282,60
270,85
268,85
276,55
274,52
272,51
258,85
255,85
252,86
249,86
246,86
243,85
237,85
233,86
231,86
230,86
229,85
226,86
225,86
226,86
226,86
228,85
229,86
231,87
233,87
236,86
239,87
242,91
245,87
246,91
248,88
252,87
255,88
259,84
262,85
263,88
269,85
253,87
254,87
255,86
255,86
262,81
254,87
255,90
256,89
253,91
252,88
252,89
253,88
250,90
248,91
246,91
250,87
258,79
261,84
256,80
254,80
254,80
262,88
278,97
257,86
256,86
257,86
262,91
277,98
257,86
257,87
263,92
263,92
263,91
262,92
257,95
259,94
259,94
257,101
257,100
256,96
258,95
257,96
254,96
252,92
256,96
258,95
257,95
252,91
254,97
255,96
256,93
256,91
253,91
252,90
255,90
256,90
255,90
254,90
254,90
264,100
266,102
263,112
261,109
266,113
270,107
268,105
257,96
272,115
273,115
288,93
288,93
282,114
263,110
266,109
267,108
267,109
270,110
274,115
266,116
267,105
263,102
278,94
288,87
299,80
320,60
312,46
306,72
298,74
304,103
299,105
289,82
285,84
290,97
294,101
292,99
267,80
268,80
269,80
269,81
267,82
267,81
268,81
268,82
268,82
265,82
261,76
263,79
267,82
262,76
262,79
263,79
263,78
262,76
262,77
268,113
272,105
260,75
285,91
284,89
260,77
284,90
283,87
265,76
257,74
254,79
255,80
253,83
250,85
