443,27
446,22
432,18
434,17
435,16
436,15
437,15
438,16
438,15
426,15
427,15
427,15
427,16
427,15
427,15
427,15
427,15
427,15
427,15
427,15
428,15
427,15
427,15
428,15
428,15
428,15
401,42
400,43
400,45
398,45
398,44
397,44
410,76
410,75
410,75
403,82
410,75
409,75
409,75
413,86
413,86
412,86
412,86
412,86
412,87
412,86
413,86
413,87
413,87
414,88
414,87
414,86
412,90
413,90
412,90
411,91
414,94
414,96
414,97
414,98
421,86
411,95
410,97
409,97
408,95
407,94
418,75
418,73
403,97
402,96
422,78
420,74
397,97
419,73
419,73
416,70
414,68
412,66
411,66
411,65
409,64
406,62
384,97
405,61
405,63
404,61
403,60
403,59
402,59
402,58
401,58
401,57
401,57
419,83
419,82
418,77
419,77
404,91
415,86
414,86
414,87
414,88
415,87
415,86
415,86
414,86
414,87
414,84
414,84
420,80
413,83
412,83
413,82
417,77
417,76
411,81
411,80
410,77
417,78
414,73
397,90
397,90
405,74
405,76
402,74
394,88
393,87
400,79
398,78
397,79
389,91
386,89
395,79
395,79
394,78
387,97
395,78
397,77
398,76
400,75
394,90
404,68
409,69
405,67
402,66
399,63
398,62
397,62
399,64
401,66
405,69
417,70
429,77
422,92
422,93
422,93
412,81
437,85
436,85
420,95
419,81
435,84
435,85
434,85
420,97
434,84
435,85
435,86
418,97
417,96
425,85
425,85
423,83
418,97
417,96
421,82
422,82
422,83
416,96
423,86
422,85
422,86
423,88
414,97
423,86
423,84
423,85
419,97
418,96
421,84
424,84
425,85
419,97
417,96
425,83
436,86
419,85
419,97
415,85
427,76
426,75
423,76
412,79
420,74
421,73
420,74
411,78
411,78
408,74
