214,10
189,33
185,31
192,70
193,72
194,73
194,73
198,71
199,71
204,75
186,87
205,75
204,75
204,75
205,76
206,75
211,89
213,92
214,91
215,92
191,88
189,92
190,93
191,92
193,91
195,90
201,119
195,90
195,90
199,123
201,123
202,124
219,101
219,100
220,101
216,99
215,98
216,98
218,98
189,95
219,100
216,98
191,94
190,94
190,95
191,95
215,99
216,99
191,94
191,95
216,100
216,100
215,119
215,120
212,119
214,120
213,118
201,112
203,112
230,118
215,117
215,116
215,115
232,116
233,116
216,114
217,96
212,108
220,98
219,98
219,96
217,104
226,90
240,94
222,97
221,97
217,106
224,103
227,98
231,104
222,98
216,105
225,100
237,102
234,103
214,104
225,100
228,95
220,77
223,98
211,99
217,82
225,73
250,96
241,102
218,83
222,78
227,72
229,71
233,83
233,87
236,86
236,69
245,95
244,95
244,95
245,95
245,96
245,95
245,95
244,95
246,95
246,96
246,95
245,95
245,95
243,96
227,118
226,127
227,129
228,128
231,124
231,123
228,127
228,127
228,125
231,121
230,119
226,123
226,123
226,121
229,117
228,115
225,119
225,118
229,113
229,112
228,115
230,115
229,110
230,103
229,100
225,102
222,102
223,98
232,94
244,97
223,90
249,99
254,94
271,96
263,96
273,95
286,95
311,96
214,94
211,92
204,90
202,89
212,90
213,90
206,89
215,90
207,88
216,90
216,90
206,89
216,90
207,88
216,90
216,90
216,90
216,89
209,87
217,89
217,89
216,89
216,88
217,88
218,88
217,89
216,89
208,87
217,88
217,89
218,91
207,89
207,90
220,95
217,95
210,92
211,93
212,94
199,83
200,85
200,85
201,85
204,85
206,84
206,86
