261,54
262,53
258,44
259,44
260,42
267,48
269,46
270,44
273,39
274,38
275,36
268,30
269,28
269,27
268,25
268,24
268,24
267,23
267,23
266,22
265,22
265,22
264,23
263,23
260,42
257,32
256,33
256,33
253,33
243,106
240,106
247,106
252,104
251,103
250,103
249,102
249,102
249,101
261,105
259,110
258,110
258,110
247,104
247,104
246,105
244,106
252,110
249,112
244,111
251,116
250,117
251,118
253,120
259,123
236,116
234,116
247,119
248,120
248,121
248,122
249,123
252,125
253,125
253,124
257,126
254,122
254,121
254,119
257,119
258,120
254,115
255,114
255,113
259,115
259,113
252,112
250,110
256,106
262,107
255,115
250,111
251,108
257,99
263,102
256,107
251,103
256,96
261,99
254,100
253,96
254,96
254,95
261,95
262,96
256,92
257,92
257,91
261,92
261,92
257,90
256,90
256,90
259,90
259,88
260,85
259,110
259,110
260,110
261,110
261,110
261,110
261,111
261,110
260,110
259,110
235,122
235,121
235,121
236,122
236,121
236,121
235,120
235,119
235,118
235,118
234,117
235,117
234,116
233,114
233,114
239,116
240,116
232,112
232,111
234,111
243,114
243,113
236,104
236,102
237,100
239,105
237,106
240,97
239,98
232,110
238,107
243,104
245,93
248,89
250,96
260,93
263,85
269,73
222,114
222,115
223,115
243,111
243,110
244,111
223,115
223,115
248,113
249,114
241,109
222,110
222,110
241,109
240,108
222,110
222,110
221,110
239,108
239,108
224,107
221,110
240,109
240,109
240,109
221,111
221,111
236,118
250,111
241,110
221,112
221,112
241,111
241,111
221,113
221,113
221,112
242,111
250,112
221,113
221,113
221,113
231,101
226,104
