278,50
278,48
276,55
277,49
276,55
275,60
277,57
276,59
276,59
273,66
273,72
270,73
264,73
263,73
261,73
258,87
259,121
266,120
276,121
275,121
273,116
272,122
271,122
269,123
269,123
267,123
266,123
265,123
264,123
263,122
263,123
262,123
263,123
263,123
263,122
262,123
263,123
264,110
264,110
271,138
271,138
272,112
269,111
270,111
275,113
277,114
269,112
267,111
281,134
266,110
278,135
279,135
277,136
277,136
277,136
276,136
276,136
276,136
275,136
260,106
274,137
273,137
273,137
259,106
272,137
272,137
272,137
272,137
271,137
270,137
270,137
254,104
253,104
253,103
252,103
253,103
253,101
253,99
254,98
253,97
253,96
252,104
268,125
255,96
255,96
256,96
260,104
256,100
256,97
257,94
257,93
260,99
244,104
256,91
255,91
254,91
238,132
249,102
247,101
246,100
245,99
257,115
244,99
244,100
245,100
244,100
256,115
244,100
244,100
245,100
241,109
233,111
245,97
247,95
247,96
228,121
244,98
243,102
245,98
248,92
241,100
251,87
262,86
272,82
250,102
251,102
254,104
256,105
255,105
255,104
231,127
255,104
256,106
256,105
234,121
251,110
255,105
256,106
255,105
234,121
252,109
255,105
256,106
234,121
234,120
253,109
255,105
256,106
234,120
234,121
234,121
235,121
235,121
234,121
234,121
234,121
235,121
235,121
234,121
234,121
235,121
235,121
235,121
234,121
234,121
235,121
234,121
234,120
234,121
234,121
234,121
235,121
234,121
234,121
234,121
235,121
235,121
234,121
234,121
234,121
235,121
235,121
234,121
234,121
234,121
