142,29
132,33
131,34
132,35
137,35
200,39
200,38
201,42
201,43
201,42
200,42
201,42
201,43
201,43
200,42
201,40
201,41
201,43
201,42
202,38
202,37
202,38
202,41
202,39
202,38
203,38
202,38
202,40
202,38
202,38
203,38
202,40
202,40
202,38
202,37
202,38
203,38
202,38
202,37
198,65
199,65
199,65
204,34
198,65
204,33
204,34
204,34
204,33
204,33
205,32
205,33
204,32
204,32
204,32
205,31
205,32
204,32
204,31
198,70
199,70
199,70
199,70
198,70
198,70
199,70
199,70
198,70
198,70
198,70
205,32
204,32
204,32
198,70
199,70
199,70
199,70
199,70
198,70
199,70
199,70
198,70
198,70
198,70
198,70
199,70
199,70
204,30
205,30
205,30
205,30
205,30
204,30
201,70
206,30
205,30
205,30
205,30
201,70
201,70
205,30
201,70
200,70
201,70
200,70
205,29
201,70
201,70
201,70
201,70
201,69
201,70
200,70
201,70
200,70
201,70
200,70
200,70
200,70
200,70
200,70
200,70
200,70
199,70
199,70
198,70
198,70
199,70
198,70
199,70
198,70
198,70
198,70
199,70
198,70
198,70
198,70
198,70
198,70
198,70
199,70
199,70
199,70
199,70
198,70
198,70
199,70
199,70
199,70
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
201,42
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
201,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
201,42
200,42
200,42
201,42
201,42
